condition,condition_offset_sec,video_luminance_proxy,video_change_proxy,video_luminance_z,video_change_z
TARGET_1,282.0,54.808531539351854,4.858891782407407,1.215990542652752,-0.6301437326182925
TARGET_1,283.0,54.07299913194444,4.252925347222222,1.1706270618906631,-0.7445059711886628
TARGET_1,284.0,30.899603587962964,30.312035590277777,-0.25857697095001053,4.1735522074580595
TARGET_1,285.0,30.233192997685187,4.186859085648148,-0.2996774087924094,-0.7569744597531782
TARGET_1,286.0,30.631877893518517,5.716332465277778,-0.2750887782709903,-0.4683215090748459
TARGET_1,287.0,11.634612268518518,25.093576388888888,-1.4467327262916794,3.1886879616742183
TARGET_1,288.0,10.964836516203704,6.944720775462963,-1.48804070830452,-0.2364914458411938
TARGET_1,289.0,9.869150752314814,5.943234953703704,-1.5556164120680893,-0.42549887896391186
TARGET_1,290.0,8.481731770833333,5.689930555555556,-1.6411845714605968,-0.4733042627771089
TARGET_1,291.0,8.430593171296296,3.0110980902777778,-1.6443385111822681,-0.97887232677479
TARGET_1,292.0,28.42228587962963,23.731021412037038,-0.411363922377039,2.931537023470263
TARGET_1,293.0,29.01826678240741,7.1258767361111115,-0.3746071895050949,-0.2023024215204708
TARGET_1,294.0,29.092251157407407,4.286475694444444,-0.37004425150507203,-0.7381741141907187
TARGET_1,295.0,28.575054976851852,8.557311921296296,-0.4019419880977471,0.06784807302984598
TARGET_1,296.0,31.967633101851852,9.375066550925926,-0.19270694833956475,0.22218046607261963
TARGET_1,297.0,8.877041377314814,27.133297164351852,-1.6168041097051455,3.573638382020766
TARGET_1,298.0,8.575067997685185,2.7915364583333333,-1.6354281206386352,-1.0203095389293821
TARGET_1,299.0,40.23386863425926,33.54540364583333,0.31710772844809615,4.783776120012315
