condition,time_sec,luminance_z,visual_change_z,optical_flow_z,histogram_delta_z,cut_event,flash_event,audio_rms_z,audio_derivative_z,cue_on,cue_impulse,cue_value,cue_phase_sin,cue_phase_cos,als_start_pulse_regressor
target,97.0,-0.014406722817405264,0.26982386359788485,0.40940377351775936,0.34615997256017256,0.0,0.0,-0.05245141877502726,-2.243451509503547,0.0,0.0,0.0,0.8660254037844509,-0.4999999999999788,0.0
target,97.25,-0.01391556183256161,0.6791116057669784,1.0233318355540928,0.5929204123496439,0.0,0.0,-0.4712090913786875,-2.4234943934758593,0.0,1.0,0.0,0.500000000000031,-0.8660254037844207,0.0
target,97.5,-0.05097115535535431,0.6302750565170837,0.9293240050491774,0.1463100718301329,0.0,0.0,-0.4047078206013692,0.3737780102878984,1.0,0.0,8.0,1.8618345230859297e-14,-1.0,0.0
target,97.75,-0.07034212175874983,0.3416948969302715,0.5286563414448583,-0.15051384732841003,0.0,0.0,-0.39339031728605545,0.055671498367334,1.0,0.0,8.0,-0.49999999999997413,-0.8660254037844536,0.0
target,98.0,-0.6610319331541283,9.397273436957407,8.709588573837582,12.886139815011143,0.0,0.0,-0.49902324926303576,-0.6184886169969955,1.0,0.0,8.0,-0.8660254037844323,-0.500000000000011,0.0
target,98.25,-0.7145444918239958,-0.2807882508128248,-0.14960540352347473,-0.40264975569050254,0.0,0.0,-0.5784015855441573,-0.4671441502669072,0.0,0.0,0.0,-1.0,-2.400864808901742e-14,0.0
target,98.5,-0.7235046223793992,-0.4915070356445687,-0.4140969723586154,-0.5995001015754327,0.0,0.0,-0.6041261457263287,-0.1578572648081447,0.0,0.0,0.0,-0.8660254037844562,0.49999999999996947,0.0
target,98.75,-0.7213645721290086,-0.5936945676492092,-0.5230588669749436,-0.684630660007574,0.0,0.0,-0.39908697900293677,1.1723789191251357,0.0,0.0,0.0,-0.5000000000000157,0.8660254037844296,0.0
target,99.0,-0.7141058339154458,-0.27916344382376646,-0.08538450432328874,-0.77001757020464,0.0,0.0,-0.3481804319058161,0.2838823148247654,0.0,0.0,0.0,-2.939895094717554e-14,1.0,0.0
target,99.25,-0.7142524354801307,-0.2279376850380082,-0.04111565781807287,-0.9268445819824986,0.0,0.0,-0.4056258047368724,-0.3407117079008552,0.0,0.0,0.0,0.4999999999999894,0.8660254037844448,0.0
target,99.5,-0.7322090802524213,0.15627192475152235,0.3776308736737244,-0.47911293745019295,0.0,0.0,-0.3682495405677622,0.20588707627039848,0.0,0.0,0.0,0.8660254037844269,0.5000000000000203,0.0
target,99.75,-0.7330816379583366,-0.003591756570614852,0.2846688451955077,-0.6133992059349324,0.0,0.0,-0.43130796176404557,-0.3730680930993325,0.0,0.0,0.0,1.0,3.478925380533366e-14,0.0
target,100.0,-0.7341845882241976,-0.48345310605933806,-0.37748203774536215,-0.7223361222188228,0.0,0.0,-0.425333354610161,0.024872404002560217,0.0,0.0,0.0,0.8660254037844475,-0.49999999999998473,0.0
target,100.25,-0.7276484890598104,-0.6335673504441887,-0.5400404492648098,-0.7984331398360917,0.0,0.0,-0.43321134413944806,-0.05498081035001484,0.0,1.0,0.0,0.500000000000025,-0.8660254037844242,0.0
target,100.5,-0.7138064960266797,-0.2074754570476326,-0.02609359780480344,-0.6361351344456997,0.0,0.0,-0.4748160365309067,-0.24939819610486877,1.0,0.0,7.0,1.1757847233087767e-14,-1.0,0.0
target,100.75,-0.7189906369504538,-0.5507069058094073,-0.4686780329177792,-0.43435911565749397,0.0,0.0,-0.33630166738113254,0.7888971039892668,1.0,0.0,7.0,-0.49999999999998007,-0.8660254037844501,0.0
target,101.0,-0.7211288990937093,-0.5758718924888331,-0.4910400039536116,-0.3338590783424694,0.0,0.0,-0.03200389583734668,1.7445545789196084,1.0,0.0,7.0,-0.8660254037844215,-0.5000000000000298,0.0
target,101.25,-0.730226347756676,-0.524855919791936,-0.43125878303918014,-0.45608640311199933,0.0,0.0,-0.06294287559828993,-0.18791575664699017,0.0,0.0,0.0,-1.0,-1.7148150091245887e-14,0.0
target,101.5,-0.7270187130455058,-0.6230179429111341,-0.5261124925240453,-0.5393905911783707,0.0,0.0,-0.2374118908109214,-1.0152938251126506,0.0,0.0,0.0,-0.8660254037844528,0.4999999999999754,0.0
target,101.75,-0.7269598346732442,-0.4332072721276856,-0.26240103949344934,-0.8936148205133426,0.0,0.0,-0.1591452198727266,0.44159959222506834,0.0,0.0,0.0,-0.5000000000000098,0.866025403784433,0.0
target,102.0,-0.7326229079327515,-0.38706561441658044,-0.2810129667406468,-0.6852044708864657,0.0,0.0,-0.012002791817661928,0.8386335002021005,0.0,0.0,0.0,-2.2538452949404006e-14,1.0,0.0
target,102.25,-0.7311786554621285,-0.5993493864962075,-0.4892549313733909,-0.7732734793682168,0.0,0.0,0.044989508176104163,0.31896360259105083,0.0,0.0,0.0,0.4999999999999707,0.8660254037844556,0.0
target,102.5,-0.5787097079608805,3.038131219594703,2.7690963417339085,11.519924103296873,1.0,0.0,-0.026499141073397642,-0.4216640944968565,0.0,0.0,0.0,0.8660254037844304,0.5000000000000144,0.0
target,102.75,-0.4146023740126904,2.2308481225524273,2.3384470541835145,7.413116414064159,0.0,0.0,-0.03713017342081201,-0.07085070992955,0.0,0.0,0.0,1.0,2.7928755807562125e-14,0.0
target,103.0,-0.441341992748918,0.4155383422400995,0.7277913617167734,1.1177765923876446,0.0,0.0,-0.009595278732331274,0.14915655818534684,0.0,0.0,0.0,0.866025403784444,-0.4999999999999907,0.0
target,103.25,-0.45515871834653765,0.339554223751949,0.723954471402834,-0.08278979247125134,0.0,0.0,0.05866071578558979,0.38389310525475945,0.0,1.0,0.0,0.5000000000000191,-0.8660254037844276,0.0
target,103.5,-0.4418203576374319,0.2036699736231161,0.4834102893814604,0.21265740771164277,0.0,0.0,0.31977972573571045,1.4956508546664993,1.0,0.0,1.0,3.3319058665720244e-14,-1.0,0.0
target,103.75,-0.4439732024860643,0.49479982085113267,0.8771223313709132,0.732779482701049,0.0,0.0,0.5947848787094947,1.575697446706978,1.0,0.0,1.0,-0.499999999999986,-0.8660254037844467,0.0
target,104.0,-0.4569313353563833,-0.09466404057634731,0.09120071941580403,0.027141611476685788,0.0,0.0,0.885330807029186,1.6652821573056407,1.0,0.0,1.0,-0.8660254037844249,-0.5000000000000238,0.0
target,104.25,-0.45117416215721073,-0.06128322816609777,0.1826847497432463,-0.08689188180430595,0.0,0.0,0.7759146364302304,-0.640297074395783,0.0,0.0,0.0,-1.0,-1.0287652093474354e-14,0.0
target,104.5,-0.46247929374757646,-0.07134768413308784,0.15300460718958583,-0.2521151334096705,0.0,0.0,0.5033044700673633,-1.581027929616582,0.0,0.0,0.0,-0.8660254037844494,0.49999999999998135,0.0
target,104.75,-0.46250191027154325,-0.37504252837899343,-0.22569895109333885,-0.7626511195457653,0.0,0.0,0.5608314740975958,0.3220459009511128,0.0,0.0,0.0,-0.5000000000000284,0.8660254037844223,0.0
target,105.0,-0.45937829061325186,-0.41660207716633924,-0.2849827594709818,-0.6610585797837867,0.0,0.0,0.6000652766132951,0.21659484544543728,0.0,0.0,0.0,-1.5677954951632475e-14,1.0,0.0
target,105.25,-0.46654959144127844,-0.36629936137753777,-0.18460620201542569,-0.6950571316062161,0.0,0.0,0.5049571896517573,-0.5578182081005365,0.0,0.0,0.0,0.4999999999999767,0.8660254037844521,0.0
target,105.5,-0.47034415903554233,-0.25252279790906945,-0.11846475527856568,-0.5300099362482934,0.0,0.0,0.6378427366304409,0.7564497907771052,0.0,0.0,0.0,0.8660254037844195,0.5000000000000331,0.0
target,105.75,-0.4681517318290499,-0.264294619168443,-0.04862909389756619,-0.6685015720384394,0.0,0.0,1.5333918251868395,5.15281941427759,0.0,0.0,0.0,1.0,2.1068257809790594e-14,0.0
target,106.0,-0.46195685186604823,0.2646909755355727,0.6485742067461561,0.12037185416130551,0.0,0.0,2.50147832618988,5.57096091346088,0.0,0.0,0.0,0.8660254037844548,-0.49999999999997197,0.0
target,106.25,-0.48438192168736727,0.5182332066176858,0.8796805984899951,0.29367432223111745,0.0,0.0,2.1496121648474675,-2.0378986593850046,0.0,1.0,0.0,0.5000000000000131,-0.866025403784431,0.0
target,106.5,-0.5302725196976106,0.6414006903807478,1.0266389808256666,0.6174927861852694,0.0,0.0,1.3800779680417226,-4.445543661032181,1.0,0.0,2.0,2.6458560667948713e-14,-1.0,0.0
target,106.75,-0.5566897201291416,0.012389465904886635,0.20392380301620466,-0.10430012112988316,0.0,0.0,1.528393962197463,0.8453985152774345,1.0,0.0,2.0,-0.4999999999999673,-0.8660254037844575,0.0
target,107.0,-0.6092976864714218,0.22691076122358977,0.32412416780806713,1.0668128858441182,0.0,0.0,1.5555787591977317,0.14713842206397337,1.0,0.0,2.0,-0.8660254037844284,-0.5000000000000178,0.0
target,107.25,-0.6436637257187037,1.1047027424200229,1.3953348081106935,2.1637557676915664,0.0,0.0,1.2285577347464889,-1.8946790098733866,0.0,0.0,0.0,-1.0,-3.184886352610683e-14,0.0
target,107.5,-0.5962819454192538,1.7357461525367488,1.6709413724750246,3.505067040733768,0.0,0.0,0.8465125478692114,-2.211865479476937,0.0,0.0,0.0,-0.866025403784446,0.4999999999999873,0.0
target,107.75,-0.3739281141839312,2.7251407435645087,2.744023015114021,8.285277550452797,0.0,0.0,0.5907663244734478,-1.4838158268331643,0.0,0.0,0.0,-0.5000000000000225,0.8660254037844257,0.0
target,108.0,-0.05760599890325792,2.953526032955263,3.3436797325548056,10.650900980051693,0.0,0.0,0.6607662315505549,0.39394587922817703,0.0,0.0,0.0,-3.723916638426495e-14,1.0,0.0
target,108.25,0.23337546350727575,2.9305443301535496,3.1240188784051486,9.565822617012111,0.0,0.0,1.0151157616396898,2.033077654791762,0.0,0.0,0.0,0.4999999999999826,0.8660254037844487,0.0
target,108.5,0.47189057840962234,2.954243861735244,3.6564315401090033,9.102963722683663,0.0,0.0,1.8617525975640634,4.870865013725583,0.0,0.0,0.0,0.8660254037844229,0.5000000000000272,0.0
target,108.75,0.6648861804567392,2.347858240668854,3.0620826605513582,7.1104008498864735,0.0,0.0,1.8726637505754595,0.05332909436445266,0.0,0.0,0.0,1.0,1.4207759812019062e-14,0.0
target,109.0,0.7766824636853823,1.6805773993369708,1.9215422201363026,6.148602807648953,0.0,0.0,1.5864404809208132,-1.6595005856842173,0.0,0.0,0.0,0.8660254037844514,-0.4999999999999779,0.0
target,109.25,0.8252367235993209,0.9275441744745628,1.117792856560121,2.5697233899254464,0.0,0.0,1.7783822276191892,1.0968789162993937,0.0,1.0,0.0,0.5000000000000319,-0.8660254037844203,0.0
target,109.5,0.8781458773122495,0.6494333028130446,0.7399036596618265,2.780785026383919,0.0,0.0,1.5591966557510701,-1.2730621602044774,1.0,0.0,6.0,1.959806267017718e-14,-1.0,0.0
target,109.75,0.8971114309765688,0.24717161942851001,0.3231744260304032,0.15404976275215923,0.0,0.0,1.407888497065037,-0.8817832001296496,1.0,0.0,6.0,-0.49999999999997324,-0.866025403784454,0.0
target,110.0,0.9094700771362014,0.5341466063483362,0.7191678803084549,-0.31702693818735306,0.0,0.0,1.0132811912872746,-2.284279742031882,1.0,0.0,6.0,-0.8660254037844318,-0.5000000000000119,0.0
target,110.25,0.9123407479149476,1.2690685951839156,1.794721336464968,-0.19134994044191084,0.0,0.0,0.5526429700902049,-2.6649145763139024,0.0,0.0,0.0,-1.0,-2.49883655283353e-14,0.0
target,110.5,0.8699250444852898,0.9300257571563485,1.397219871326721,0.2301938959524828,0.0,0.0,0.5584381331694646,0.023837999660685068,0.0,0.0,0.0,-0.8660254037844568,0.4999999999999686,0.0
target,110.75,0.7933831998699842,1.5262421659595842,2.451949538693123,3.0153276164034315,0.0,0.0,0.48625175343452554,-0.4256861578896088,0.0,0.0,0.0,-0.5000000000000165,0.866025403784429,0.0
target,111.0,0.7825700511055581,2.2331326867360812,3.5962760594318492,1.6179450415617949,0.0,0.0,0.5777439817786902,0.5178382422504586,0.0,0.0,0.0,-3.037866838649342e-14,1.0,0.0
target,111.25,0.8064519981969577,2.5386336137912395,3.8671865463828508,2.105936751787114,0.0,0.0,1.0902973953001136,2.945043036017019,0.0,0.0,0.0,0.49999999999998856,0.8660254037844453,0.0
target,111.5,0.8731793942268364,1.469079263447018,2.216549778738821,1.4372986205049318,0.0,0.0,1.2019400259712396,0.6339951212174317,0.0,0.0,0.0,0.8660254037844264,0.5000000000000212,0.0
target,111.75,0.8792372323856749,0.7893011013010379,0.8612392291509013,0.8980197041350373,0.0,0.0,0.721216906800008,-2.780693855813804,0.0,0.0,0.0,1.0,3.576897124465154e-14,0.0
target,112.0,1.7241834821110298,12.417768232772502,9.004569495465013,36.892067965468094,1.0,1.0,0.2717305908076671,-2.6006294825426663,0.0,0.0,0.0,0.8660254037844479,-0.49999999999998385,0.0
target,112.25,1.7660974094867505,3.641744208837797,6.648630771335194,1.370687006143553,0.0,0.0,0.030383603547088828,-1.400811512485867,0.0,1.0,0.0,0.5000000000000259,-0.8660254037844237,0.0
target,112.5,1.7422709392677256,3.0355992534179492,5.301259193120987,1.0011724919817382,0.0,0.0,1.2116065046929123,6.799584473086605,1.0,0.0,9.0,1.273756467240565e-14,-1.0,0.0
target,112.75,1.7672082822914337,1.89494111486496,2.559032415924419,0.6894124508030754,0.0,0.0,1.3339873274366414,0.6958953680046909,1.0,0.0,9.0,-0.4999999999999792,-0.8660254037844506,0.0
target,113.0,1.844291986334968,1.2866194286287942,1.3642021678767602,0.8765808169716264,0.0,0.0,0.14077836549419104,-6.887814421527045,1.0,0.0,9.0,-0.866025403784421,-0.5000000000000305,0.0
target,113.25,1.8583092749611398,0.9902335374513718,0.9198814869995043,1.0586503751197285,0.0,0.0,1.1446871862517736,5.777458470806279,0.0,0.0,0.0,-1.0,-1.812786753056377e-14,0.0
target,113.5,1.8606040270255955,1.182498798209542,0.8640089618567093,0.8619357899017156,0.0,0.0,3.050989665105203,10.979301551812926,0.0,0.0,0.0,-0.8660254037844534,0.4999999999999745,0.0
target,113.75,1.830348419874893,1.4656704387934876,1.250553527011705,1.0003813938394668,0.0,0.0,1.9367923782135117,-6.432352072590764,0.0,0.0,0.0,-0.5000000000000107,0.8660254037844325,0.0
target,114.0,1.758325205647342,1.1442373449533736,1.1581687677962536,0.6068606608578361,0.0,0.0,-0.14243979921927735,-11.9952901797622,0.0,0.0,0.0,-2.3518170388721888e-14,1.0,0.0
target,114.25,1.7154348165369127,0.5125552513888701,0.4399510558117133,0.2274414442550213,0.0,0.0,-0.24266624908524992,-0.5873229817895451,0.0,0.0,0.0,0.49999999999996986,0.866025403784456,0.0
target,114.5,1.6966061147942464,0.6275015607586593,0.23743242247942256,0.8814387073539663,0.0,0.0,-0.20137790452114276,0.22843824133288082,0.0,0.0,0.0,0.8660254037844298,0.5000000000000153,0.0
target,114.75,1.6880791540933762,0.5759963607728711,0.49072472848101356,1.8946592966924765,0.0,0.0,-0.14017313910980048,0.3432463353981902,0.0,0.0,0.0,1.0,2.8908473246880007e-14,0.0
target,115.0,1.6988667314510992,0.2523816203755164,0.20928649479202024,0.9883982889296197,0.0,0.0,-0.14912902227110927,-0.06119432202697502,0.0,0.0,0.0,0.8660254037844587,-0.4999999999999652,0.0
target,115.25,1.6814015902573936,-0.12960088565620975,-0.19302031829363253,0.738931033657019,0.0,0.0,-0.11598833240418512,0.18147113243009305,0.0,1.0,0.0,0.50000000000002,-0.8660254037844272,0.0
