seed,heldout_condition,model,heldout_loss,train_loss
910010,orthogonal_trap,full_reciprocal,0.26209434444020074,2.8262851172393897
910010,orthogonal_trap,eta_only,19.86536016653365,45.35603818182037
910010,orthogonal_trap,zeta_only,10.03921775392367,54.246548850435055
910010,orthogonal_trap,generic_hidden_oscillator,22.302812378105983,45.76962850426453
910010,orthogonal_trap,null_no_coupling,37.26292785180134,88.63582353552013
910010,orthogonal_trap,replay_only_basis,3.7920781914881143,21.69654073962628
910010,counterphase,full_reciprocal,0.11610308868043973,3.001473263600698
910010,counterphase,eta_only,4.6605394842071535,59.957993111711396
910010,counterphase,zeta_only,8.111956198682243,55.23961007301446
910010,counterphase,generic_hidden_oscillator,17.4900492203951,50.249164949894805
910010,counterphase,null_no_coupling,20.573498165775913,105.32525322154555
910010,counterphase,replay_only_basis,1.4498390845629205,20.352124906897718
910010,lagged_E_to_Y,full_reciprocal,0.17457660886629464,2.9835608260151636
910010,lagged_E_to_Y,eta_only,24.554618777621656,39.83627969086143
910010,lagged_E_to_Y,zeta_only,1.8883788026961033,62.08496697034324
910010,lagged_E_to_Y,generic_hidden_oscillator,10.091852270855009,57.6473618994349
910010,lagged_E_to_Y,null_no_coupling,23.55722980407248,102.34152158324898
910010,lagged_E_to_Y,replay_only_basis,10.954040941735537,14.666431380992904
910010,recovery_probe,full_reciprocal,0.4084912602848834,2.679888201394707
910010,recovery_probe,eta_only,1.1739659087274883,63.2169325597556
910010,recovery_probe,zeta_only,0.20677734308724802,62.98313318214342
910010,recovery_probe,generic_hidden_oscillator,1.1684028305447711,66.54067369016452
910010,recovery_probe,null_no_coupling,0.9217655350877869,124.97698585223367
910010,recovery_probe,replay_only_basis,0.26736087427544136,19.698193167318074
910010,lagged_Y_to_E,full_reciprocal,1.111706524957012,2.0557193278719015
910010,lagged_Y_to_E,eta_only,3.7053807193905235,62.25400511678617
910010,lagged_Y_to_E,zeta_only,32.18966725001705,31.000243275213613
910010,lagged_Y_to_E,generic_hidden_oscillator,14.330016111677047,53.74242477069346
910010,lagged_Y_to_E,null_no_coupling,30.712543371358475,95.18620801596296
910010,lagged_Y_to_E,replay_only_basis,19.47895553254232,13.966189950221855
