run,phase,phase_time,NIP_density,cue_on,cue_value,cue_onset_impulse,cue_phase_sin,cue_phase_cos
Arrival_Run1,CONTROL_1,109.0,0.0,0.0,0.0,0.0,0.8660254037844514,-0.49999999999997796
Arrival_Run1,CONTROL_1,110.0,0.005186474340096708,0.0,0.0,0.0,-0.866025403784446,-0.4999999999999873
Arrival_Run1,CONTROL_1,111.0,0.11435322724065958,1.0,9.0,1.0,-1.9569589560894117e-15,1.0
Arrival_Run1,CONTROL_1,112.0,0.0,0.0,0.0,0.0,0.8660254037844479,-0.4999999999999839
Arrival_Run1,CONTROL_1,113.0,0.0,0.0,0.0,0.0,-0.8660254037844353,-0.5000000000000059
Arrival_Run1,CONTROL_1,114.0,0.0,1.0,7.0,1.0,-2.3518170388721888e-14,1.0
Arrival_Run1,CONTROL_1,115.0,0.11265716694465912,0.0,0.0,0.0,0.8660254037844303,-0.5000000000000144
Arrival_Run1,CONTROL_1,116.0,0.0,0.0,0.0,0.0,-0.8660254037844386,-0.5
Arrival_Run1,CONTROL_1,117.0,0.0,1.0,10.0,1.0,-1.6657672390950356e-14,1.0
Arrival_Run1,CONTROL_1,118.0,0.03232531585947765,0.0,0.0,0.0,0.8660254037844412,-0.4999999999999958
Arrival_Run1,CONTROL_1,119.0,0.0,0.0,0.0,0.0,-0.8660254037844278,-0.5000000000000187
Arrival_Run1,CONTROL_1,120.0,0.0,1.0,2.0,1.0,-3.821888382358283e-14,1.0
Arrival_Run1,CONTROL_1,121.0,0.0,0.0,0.0,0.0,0.8660254037844377,-0.5000000000000017
Arrival_Run1,CONTROL_1,122.0,0.0,0.0,0.0,0.0,-0.8660254037844313,-0.5000000000000128
Arrival_Run1,CONTROL_1,123.0,0.0,1.0,2.0,1.0,-3.13583858258113e-14,1.0
Arrival_Run1,CONTROL_1,124.0,0.0,0.0,0.0,0.0,0.8660254037844485,-0.499999999999983
Arrival_Run1,CONTROL_1,125.0,0.0,0.0,0.0,0.0,-0.8660254037844347,-0.5000000000000068
Arrival_Run1,CONTROL_1,126.0,0.0,1.0,5.0,1.0,3.923821602364237e-15,1.0
Arrival_Run1,CONTROL_1,127.0,0.0,0.0,0.0,0.0,0.8660254037844308,-0.5000000000000135
