phase,phase_time,time,feature_state_lz_proxy,complexity_z
WASHOUT_1,52.0,344085.1887116,3.7982171714360344,0.0
WASHOUT_1,53.0,344086.1887116,3.7982171714360344,0.0
WASHOUT_1,54.0,344087.1887116,3.633077294417076,-0.6744999959155837
WASHOUT_1,55.0,344088.1887116,3.633077294417076,-0.6744999959155837
WASHOUT_1,56.0,344089.1887116,3.633077294417076,-0.6744999959155837
WASHOUT_1,57.0,344090.1887116,3.633077294417076,-0.6744999959155837
WASHOUT_1,58.0,344091.1887116,3.633077294417076,-0.6744999959155837
WASHOUT_1,59.0,344092.1887116,3.7982171714360344,0.0
WASHOUT_1,60.0,344093.1887116,3.7982171714360344,0.0
WASHOUT_1,61.0,344094.1887116,3.9633570484549923,0.674499995915582
WASHOUT_1,62.0,344095.1887116,3.9633570484549923,0.674499995915582
WASHOUT_1,63.0,344096.1887116,3.9633570484549923,0.674499995915582
WASHOUT_1,64.0,344097.1887116,3.9633570484549923,0.674499995915582
WASHOUT_1,65.0,344098.1887116,3.9633570484549923,0.674499995915582
WASHOUT_1,66.0,344099.1887116,3.9633570484549923,0.674499995915582
WASHOUT_1,67.0,344100.1887116,4.12849692547395,1.348999991831164
WASHOUT_1,68.0,344101.1887116,3.9633570484549923,0.674499995915582
WASHOUT_1,69.0,344102.1887116,3.9633570484549923,0.674499995915582
WASHOUT_1,70.0,344103.1887116,3.7982171714360344,0.0
WASHOUT_1,71.0,344104.1887116,3.7982171714360344,0.0
WASHOUT_1,72.0,344105.1887116,3.7982171714360344,0.0
WASHOUT_1,73.0,344106.1887116,3.633077294417076,-0.6744999959155837
WASHOUT_1,74.0,344107.1887116,3.7982171714360344,0.0
WASHOUT_1,75.0,344108.1887116,3.9633570484549923,0.674499995915582
WASHOUT_1,76.0,344109.1887116,3.9633570484549923,0.674499995915582
WASHOUT_1,77.0,344110.1887116,3.9633570484549923,0.674499995915582
WASHOUT_1,78.0,344111.1887116,3.7982171714360344,0.0
WASHOUT_1,79.0,344112.1887116,3.7982171714360344,0.0
WASHOUT_1,80.0,344113.1887116,3.633077294417076,-0.6744999959155837
WASHOUT_1,81.0,344114.1887116,3.633077294417076,-0.6744999959155837
WASHOUT_1,82.0,344115.1887116,3.7982171714360344,0.0
WASHOUT_1,83.0,344116.1887116,3.7982171714360344,0.0
WASHOUT_1,84.0,344117.1887116,3.7982171714360344,0.0
WASHOUT_1,85.0,344118.1887116,3.633077294417076,-0.6744999959155837
WASHOUT_1,86.0,344119.1887116,3.633077294417076,-0.6744999959155837
WASHOUT_1,87.0,344120.1887116,3.4679374173981183,-1.3489999918311657
WASHOUT_1,88.0,344121.1887116,3.633077294417076,-0.6744999959155837
WASHOUT_1,89.0,344122.1887116,3.633077294417076,-0.6744999959155837
WASHOUT_1,90.0,344123.1887116,3.633077294417076,-0.6744999959155837
WASHOUT_1,91.0,344124.1887116,3.633077294417076,-0.6744999959155837
WASHOUT_1,92.0,344125.1887116,3.4679374173981183,-1.3489999918311657
WASHOUT_1,93.0,344126.1887116,3.633077294417076,-0.6744999959155837
WASHOUT_1,94.0,344127.1887116,3.633077294417076,-0.6744999959155837
WASHOUT_1,95.0,344128.1887116,3.633077294417076,-0.6744999959155837
WASHOUT_1,96.0,344129.1887116,3.7982171714360344,0.0
WASHOUT_1,97.0,344130.1887116,3.7982171714360344,0.0
WASHOUT_1,98.0,344131.1887116,3.7982171714360344,0.0
WASHOUT_1,99.0,344132.1887116,3.633077294417076,-0.6744999959155837
WASHOUT_1,100.0,344133.1887116,3.7982171714360344,0.0
WASHOUT_1,101.0,344134.1887116,3.633077294417076,-0.6744999959155837
WASHOUT_1,102.0,344135.1887116,3.633077294417076,-0.6744999959155837
WASHOUT_1,103.0,344136.1887116,3.7982171714360344,0.0
WASHOUT_1,104.0,344137.1887116,3.633077294417076,-0.6744999959155837
WASHOUT_1,105.0,344138.1887116,3.7982171714360344,0.0
WASHOUT_1,106.0,344139.1887116,3.633077294417076,-0.6744999959155837
WASHOUT_1,107.0,344140.1887116,3.633077294417076,-0.6744999959155837
WASHOUT_1,108.0,344141.1887116,3.633077294417076,-0.6744999959155837
WASHOUT_1,109.0,344142.1887116,3.4679374173981183,-1.3489999918311657
WASHOUT_1,110.0,344143.1887116,3.3027975403791605,-2.0234999877467477
WASHOUT_1,111.0,344144.1887116,3.3027975403791605,-2.0234999877467477
WASHOUT_1,112.0,344145.1887116,3.3027975403791605,-2.0234999877467477
WASHOUT_1,113.0,344146.1887116,3.1376576633602022,-2.6979999836623314
WASHOUT_1,114.0,344147.1887116,2.9725177863412444,-3.372499979577913
TARGET_1,1.0,344192.7891736,3.1376576633602022,-2.6979999836623314
TARGET_1,2.0,344193.7891736,3.1376576633602022,-2.6979999836623314
TARGET_1,3.0,344194.7891736,3.3027975403791605,-2.0234999877467477
TARGET_1,4.0,344195.7891736,3.4679374173981183,-1.3489999918311657
TARGET_1,5.0,344196.7891736,3.633077294417076,-0.6744999959155837
TARGET_1,6.0,344197.7891736,3.633077294417076,-0.6744999959155837
TARGET_1,7.0,344198.7891736,3.7982171714360344,0.0
TARGET_1,8.0,344199.7891736,3.7982171714360344,0.0
TARGET_1,9.0,344200.7891736,3.7982171714360344,0.0
TARGET_1,10.0,344201.7891736,3.9633570484549923,0.674499995915582
TARGET_1,11.0,344202.7891736,3.9633570484549923,0.674499995915582
TARGET_1,12.0,344203.7891736,3.9633570484549923,0.674499995915582
TARGET_1,13.0,344204.7891736,3.9633570484549923,0.674499995915582
TARGET_1,14.0,344205.7891736,4.12849692547395,1.348999991831164
TARGET_1,15.0,344206.7891736,4.12849692547395,1.348999991831164
TARGET_1,16.0,344207.7891736,4.293636802492909,2.0234999877467494
TARGET_1,17.0,344208.7891736,4.293636802492909,2.0234999877467494
TARGET_1,18.0,344209.7891736,4.293636802492909,2.0234999877467494
TARGET_1,19.0,344210.7891736,4.12849692547395,1.348999991831164
TARGET_1,20.0,344211.7891736,4.12849692547395,1.348999991831164
TARGET_1,21.0,344212.7891736,4.12849692547395,1.348999991831164
TARGET_1,22.0,344213.7891736,3.9633570484549923,0.674499995915582
TARGET_1,23.0,344214.7891736,3.9633570484549923,0.674499995915582
TARGET_1,24.0,344215.7891736,3.9633570484549923,0.674499995915582
TARGET_1,25.0,344216.7891736,3.9633570484549923,0.674499995915582
TARGET_1,26.0,344217.7891736,4.12849692547395,1.348999991831164
TARGET_1,27.0,344218.7891736,3.9633570484549923,0.674499995915582
TARGET_1,28.0,344219.7891736,3.9633570484549923,0.674499995915582
TARGET_1,29.0,344220.7891736,3.9633570484549923,0.674499995915582
TARGET_1,30.0,344221.7891736,3.9633570484549923,0.674499995915582
TARGET_1,31.0,344222.7891736,3.9633570484549923,0.674499995915582
TARGET_1,32.0,344223.7891736,3.7982171714360344,0.0
TARGET_1,33.0,344224.7891736,3.7982171714360344,0.0
TARGET_1,34.0,344225.7891736,3.9633570484549923,0.674499995915582
TARGET_1,35.0,344226.7891736,4.12849692547395,1.348999991831164
TARGET_1,36.0,344227.7891736,4.12849692547395,1.348999991831164
TARGET_1,37.0,344228.7891736,4.12849692547395,1.348999991831164
TARGET_1,38.0,344229.7891736,4.12849692547395,1.348999991831164
TARGET_1,39.0,344230.7891736,3.9633570484549923,0.674499995915582
TARGET_1,40.0,344231.7891736,3.9633570484549923,0.674499995915582
TARGET_1,41.0,344232.7891736,3.9633570484549923,0.674499995915582
TARGET_1,42.0,344233.7891736,3.9633570484549923,0.674499995915582
TARGET_1,43.0,344234.7891736,3.9633570484549923,0.674499995915582
TARGET_1,44.0,344235.7891736,3.9633570484549923,0.674499995915582
TARGET_1,45.0,344236.7891736,3.9633570484549923,0.674499995915582
TARGET_1,46.0,344237.7891736,4.12849692547395,1.348999991831164
TARGET_1,47.0,344238.7891736,4.12849692547395,1.348999991831164
TARGET_1,48.0,344239.7891736,4.293636802492909,2.0234999877467494
TARGET_1,49.0,344240.7891736,4.293636802492909,2.0234999877467494
TARGET_1,50.0,344241.7891736,4.12849692547395,1.348999991831164
TARGET_1,51.0,344242.7891736,4.12849692547395,1.348999991831164
TARGET_1,52.0,344243.7891736,4.12849692547395,1.348999991831164
TARGET_1,53.0,344244.7891736,4.293636802492909,2.0234999877467494
TARGET_1,54.0,344245.7891736,4.458776679511867,2.6979999836623314
TARGET_1,55.0,344246.7891736,4.293636802492909,2.0234999877467494
TARGET_1,56.0,344247.7891736,4.458776679511867,2.6979999836623314
TARGET_1,57.0,344248.7891736,4.293636802492909,2.0234999877467494
TARGET_1,58.0,344249.7891736,4.293636802492909,2.0234999877467494
TARGET_1,59.0,344250.7891736,4.293636802492909,2.0234999877467494
TARGET_1,60.0,344251.7891736,4.293636802492909,2.0234999877467494
TARGET_1,61.0,344252.7891736,4.12849692547395,1.348999991831164
TARGET_1,62.0,344253.7891736,3.9633570484549923,0.674499995915582
TARGET_1,63.0,344254.7891736,3.9633570484549923,0.674499995915582
TARGET_1,64.0,344255.7891736,3.7982171714360344,0.0
TARGET_1,65.0,344256.7891736,3.7982171714360344,0.0
TARGET_1,66.0,344257.7891736,3.633077294417076,-0.6744999959155837
TARGET_1,67.0,344258.7891736,3.633077294417076,-0.6744999959155837
TARGET_1,68.0,344259.7891736,3.633077294417076,-0.6744999959155837
TARGET_1,69.0,344260.7891736,3.9633570484549923,0.674499995915582
TARGET_1,70.0,344261.7891736,4.12849692547395,1.348999991831164
TARGET_1,71.0,344262.7891736,4.12849692547395,1.348999991831164
TARGET_1,72.0,344263.7891736,4.12849692547395,1.348999991831164
TARGET_1,73.0,344264.7891736,3.9633570484549923,0.674499995915582
TARGET_1,74.0,344265.7891736,3.9633570484549923,0.674499995915582
TARGET_1,75.0,344266.7891736,3.7982171714360344,0.0
TARGET_1,76.0,344267.7891736,3.7982171714360344,0.0
TARGET_1,77.0,344268.7891736,3.633077294417076,-0.6744999959155837
TARGET_1,78.0,344269.7891736,3.633077294417076,-0.6744999959155837
TARGET_1,79.0,344270.7891736,3.4679374173981183,-1.3489999918311657
TARGET_1,80.0,344271.7891736,3.633077294417076,-0.6744999959155837
TARGET_1,81.0,344272.7891736,3.633077294417076,-0.6744999959155837
TARGET_1,82.0,344273.7891736,3.633077294417076,-0.6744999959155837
TARGET_1,83.0,344274.7891736,3.633077294417076,-0.6744999959155837
TARGET_1,84.0,344275.7891736,3.4679374173981183,-1.3489999918311657
TARGET_1,85.0,344276.7891736,3.633077294417076,-0.6744999959155837
TARGET_1,86.0,344277.7891736,3.633077294417076,-0.6744999959155837
TARGET_1,87.0,344278.7891736,3.633077294417076,-0.6744999959155837
TARGET_1,88.0,344279.7891736,3.4679374173981183,-1.3489999918311657
TARGET_1,89.0,344280.7891736,3.4679374173981183,-1.3489999918311657
TARGET_1,90.0,344281.7891736,3.633077294417076,-0.6744999959155837
TARGET_1,91.0,344282.7891736,3.633077294417076,-0.6744999959155837
TARGET_1,92.0,344283.7891736,3.633077294417076,-0.6744999959155837
TARGET_1,93.0,344284.7891736,3.4679374173981183,-1.3489999918311657
TARGET_1,94.0,344285.7891736,3.633077294417076,-0.6744999959155837
TARGET_1,95.0,344286.7891736,3.633077294417076,-0.6744999959155837
TARGET_1,96.0,344287.7891736,3.7982171714360344,0.0
TARGET_1,97.0,344288.7891736,3.9633570484549923,0.674499995915582
TARGET_1,98.0,344289.7891736,3.7982171714360344,0.0
TARGET_1,99.0,344290.7891736,3.7982171714360344,0.0
TARGET_1,100.0,344291.7891736,3.7982171714360344,0.0
TARGET_1,101.0,344292.7891736,3.7982171714360344,0.0
TARGET_1,102.0,344293.7891736,3.7982171714360344,0.0
TARGET_1,103.0,344294.7891736,3.7982171714360344,0.0
TARGET_1,104.0,344295.7891736,3.633077294417076,-0.6744999959155837
TARGET_1,105.0,344296.7891736,3.7982171714360344,0.0
TARGET_1,106.0,344297.7891736,3.633077294417076,-0.6744999959155837
TARGET_1,107.0,344298.7891736,3.633077294417076,-0.6744999959155837
TARGET_1,108.0,344299.7891736,3.633077294417076,-0.6744999959155837
TARGET_1,109.0,344300.7891736,3.633077294417076,-0.6744999959155837
TARGET_1,110.0,344301.7891736,3.633077294417076,-0.6744999959155837
TARGET_1,111.0,344302.7891736,3.4679374173981183,-1.3489999918311657
TARGET_1,112.0,344303.7891736,3.633077294417076,-0.6744999959155837
TARGET_1,113.0,344304.7891736,3.4679374173981183,-1.3489999918311657
TARGET_1,114.0,344305.7891736,3.4679374173981183,-1.3489999918311657
TARGET_1,115.0,344306.7891736,3.3027975403791605,-2.0234999877467477
TARGET_1,116.0,344307.7891736,3.4679374173981183,-1.3489999918311657
TARGET_1,117.0,344308.7891736,3.3027975403791605,-2.0234999877467477
TARGET_1,118.0,344309.7891736,3.3027975403791605,-2.0234999877467477
TARGET_1,119.0,344310.7891736,3.4679374173981183,-1.3489999918311657
TARGET_1,120.0,344311.7891736,3.4679374173981183,-1.3489999918311657
TARGET_1,121.0,344312.7891736,3.633077294417076,-0.6744999959155837
TARGET_1,122.0,344313.7891736,3.4679374173981183,-1.3489999918311657
TARGET_1,123.0,344314.7891736,3.3027975403791605,-2.0234999877467477
TARGET_1,124.0,344315.7891736,3.4679374173981183,-1.3489999918311657
TARGET_1,125.0,344316.7891736,3.4679374173981183,-1.3489999918311657
TARGET_1,126.0,344317.7891736,3.4679374173981183,-1.3489999918311657
TARGET_1,127.0,344318.7891736,3.4679374173981183,-1.3489999918311657
TARGET_1,128.0,344319.7891736,3.3027975403791605,-2.0234999877467477
TARGET_1,129.0,344320.7891736,3.3027975403791605,-2.0234999877467477
TARGET_1,130.0,344321.7891736,3.3027975403791605,-2.0234999877467477
TARGET_1,131.0,344322.7891736,3.3027975403791605,-2.0234999877467477
TARGET_1,132.0,344323.7891736,3.1376576633602022,-2.6979999836623314
TARGET_1,133.0,344324.7891736,3.3027975403791605,-2.0234999877467477
TARGET_1,134.0,344325.7891736,3.4679374173981183,-1.3489999918311657
TARGET_1,135.0,344326.7891736,3.4679374173981183,-1.3489999918311657
TARGET_1,136.0,344327.7891736,3.633077294417076,-0.6744999959155837
TARGET_1,137.0,344328.7891736,3.633077294417076,-0.6744999959155837
TARGET_1,138.0,344329.7891736,3.4679374173981183,-1.3489999918311657
TARGET_1,139.0,344330.7891736,3.633077294417076,-0.6744999959155837
TARGET_1,140.0,344331.7891736,3.4679374173981183,-1.3489999918311657
TARGET_1,141.0,344332.7891736,3.4679374173981183,-1.3489999918311657
TARGET_1,142.0,344333.7891736,3.4679374173981183,-1.3489999918311657
TARGET_1,143.0,344334.7891736,3.633077294417076,-0.6744999959155837
TARGET_1,144.0,344335.7891736,3.4679374173981183,-1.3489999918311657
TARGET_1,145.0,344336.7891736,3.4679374173981183,-1.3489999918311657
TARGET_1,146.0,344337.7891736,3.633077294417076,-0.6744999959155837
TARGET_1,147.0,344338.7891736,3.633077294417076,-0.6744999959155837
TARGET_1,148.0,344339.7891736,3.633077294417076,-0.6744999959155837
TARGET_1,149.0,344340.7891736,3.4679374173981183,-1.3489999918311657
TARGET_1,150.0,344341.7891736,3.4679374173981183,-1.3489999918311657
TARGET_1,151.0,344342.7891736,3.4679374173981183,-1.3489999918311657
TARGET_1,152.0,344343.7891736,3.4679374173981183,-1.3489999918311657
TARGET_1,153.0,344344.7891736,3.4679374173981183,-1.3489999918311657
TARGET_1,154.0,344345.7891736,3.4679374173981183,-1.3489999918311657
TARGET_1,155.0,344346.7891736,3.3027975403791605,-2.0234999877467477
TARGET_1,156.0,344347.7891736,3.4679374173981183,-1.3489999918311657
TARGET_1,157.0,344348.7891736,3.4679374173981183,-1.3489999918311657
TARGET_1,158.0,344349.7891736,3.4679374173981183,-1.3489999918311657
TARGET_1,159.0,344350.7891736,3.4679374173981183,-1.3489999918311657
TARGET_1,160.0,344351.7891736,3.4679374173981183,-1.3489999918311657
TARGET_1,161.0,344352.7891736,3.633077294417076,-0.6744999959155837
TARGET_1,162.0,344353.7891736,3.4679374173981183,-1.3489999918311657
TARGET_1,163.0,344354.7891736,3.4679374173981183,-1.3489999918311657
TARGET_1,164.0,344355.7891736,3.4679374173981183,-1.3489999918311657
TARGET_1,165.0,344356.7891736,3.3027975403791605,-2.0234999877467477
TARGET_1,166.0,344357.7891736,3.3027975403791605,-2.0234999877467477
TARGET_1,167.0,344358.7891736,3.3027975403791605,-2.0234999877467477
TARGET_1,168.0,344359.7891736,3.3027975403791605,-2.0234999877467477
TARGET_1,169.0,344360.7891736,3.1376576633602022,-2.6979999836623314
TARGET_1,170.0,344361.7891736,2.9725177863412444,-3.372499979577913
TARGET_1,171.0,344362.7891736,3.3027975403791605,-2.0234999877467477
TARGET_1,172.0,344363.7891736,3.3027975403791605,-2.0234999877467477
TARGET_1,173.0,344364.7891736,3.3027975403791605,-2.0234999877467477
TARGET_1,174.0,344365.7891736,3.3027975403791605,-2.0234999877467477
TARGET_1,175.0,344366.7891736,3.3027975403791605,-2.0234999877467477
TARGET_1,176.0,344367.7891736,3.4679374173981183,-1.3489999918311657
TARGET_1,177.0,344368.7891736,3.633077294417076,-0.6744999959155837
TARGET_1,178.0,344369.7891736,3.633077294417076,-0.6744999959155837
TARGET_1,179.0,344370.7891736,3.633077294417076,-0.6744999959155837
TARGET_1,180.0,344371.7891736,3.4679374173981183,-1.3489999918311657
TARGET_1,181.0,344372.7891736,3.633077294417076,-0.6744999959155837
TARGET_1,182.0,344373.7891736,3.633077294417076,-0.6744999959155837
TARGET_1,183.0,344374.7891736,3.633077294417076,-0.6744999959155837
TARGET_1,184.0,344375.7891736,3.633077294417076,-0.6744999959155837
TARGET_1,185.0,344376.7891736,3.7982171714360344,0.0
TARGET_1,186.0,344377.7891736,3.7982171714360344,0.0
TARGET_1,187.0,344378.7891736,3.7982171714360344,0.0
TARGET_1,188.0,344379.7891736,3.633077294417076,-0.6744999959155837
TARGET_1,189.0,344380.7891736,3.633077294417076,-0.6744999959155837
TARGET_1,190.0,344381.7891736,3.633077294417076,-0.6744999959155837
TARGET_1,191.0,344382.7891736,3.4679374173981183,-1.3489999918311657
TARGET_1,192.0,344383.7891736,3.4679374173981183,-1.3489999918311657
TARGET_1,193.0,344384.7891736,3.4679374173981183,-1.3489999918311657
TARGET_1,194.0,344385.7891736,3.4679374173981183,-1.3489999918311657
TARGET_1,195.0,344386.7891736,3.4679374173981183,-1.3489999918311657
TARGET_1,196.0,344387.7891736,3.4679374173981183,-1.3489999918311657
TARGET_1,197.0,344388.7891736,3.633077294417076,-0.6744999959155837
TARGET_1,198.0,344389.7891736,3.633077294417076,-0.6744999959155837
TARGET_1,199.0,344390.7891736,3.633077294417076,-0.6744999959155837
TARGET_1,200.0,344391.7891736,3.4679374173981183,-1.3489999918311657
TARGET_1,201.0,344392.7891736,3.3027975403791605,-2.0234999877467477
TARGET_1,202.0,344393.7891736,3.3027975403791605,-2.0234999877467477
TARGET_1,203.0,344394.7891736,3.1376576633602022,-2.6979999836623314
TARGET_1,204.0,344395.7891736,3.3027975403791605,-2.0234999877467477
TARGET_1,205.0,344396.7891736,3.1376576633602022,-2.6979999836623314
TARGET_1,206.0,344397.7891736,3.3027975403791605,-2.0234999877467477
TARGET_1,207.0,344398.7891736,3.1376576633602022,-2.6979999836623314
TARGET_1,208.0,344399.7891736,3.1376576633602022,-2.6979999836623314
TARGET_1,209.0,344400.7891736,3.1376576633602022,-2.6979999836623314
TARGET_1,210.0,344401.7891736,3.1376576633602022,-2.6979999836623314
TARGET_1,211.0,344402.7891736,3.1376576633602022,-2.6979999836623314
TARGET_1,212.0,344403.7891736,3.3027975403791605,-2.0234999877467477
TARGET_1,213.0,344404.7891736,3.1376576633602022,-2.6979999836623314
TARGET_1,214.0,344405.7891736,3.1376576633602022,-2.6979999836623314
TARGET_1,215.0,344406.7891736,3.3027975403791605,-2.0234999877467477
TARGET_1,216.0,344407.7891736,3.3027975403791605,-2.0234999877467477
TARGET_1,217.0,344408.7891736,3.3027975403791605,-2.0234999877467477
TARGET_1,218.0,344409.7891736,3.1376576633602022,-2.6979999836623314
TARGET_1,219.0,344410.7891736,3.3027975403791605,-2.0234999877467477
TARGET_1,220.0,344411.7891736,3.3027975403791605,-2.0234999877467477
TARGET_1,221.0,344412.7891736,3.1376576633602022,-2.6979999836623314
TARGET_1,222.0,344413.7891736,3.3027975403791605,-2.0234999877467477
TARGET_1,223.0,344414.7891736,3.1376576633602022,-2.6979999836623314
TARGET_1,224.0,344415.7891736,3.1376576633602022,-2.6979999836623314
TARGET_1,225.0,344416.7891736,3.3027975403791605,-2.0234999877467477
TARGET_1,226.0,344417.7891736,3.3027975403791605,-2.0234999877467477
TARGET_1,227.0,344418.7891736,3.4679374173981183,-1.3489999918311657
TARGET_1,228.0,344419.7891736,3.3027975403791605,-2.0234999877467477
TARGET_1,229.0,344420.7891736,3.4679374173981183,-1.3489999918311657
TARGET_1,230.0,344421.7891736,3.4679374173981183,-1.3489999918311657
TARGET_1,231.0,344422.7891736,3.4679374173981183,-1.3489999918311657
TARGET_1,232.0,344423.7891736,3.3027975403791605,-2.0234999877467477
TARGET_1,233.0,344424.7891736,3.4679374173981183,-1.3489999918311657
TARGET_1,234.0,344425.7891736,3.633077294417076,-0.6744999959155837
TARGET_1,235.0,344426.7891736,3.7982171714360344,0.0
TARGET_1,236.0,344427.7891736,3.633077294417076,-0.6744999959155837
TARGET_1,237.0,344428.7891736,3.633077294417076,-0.6744999959155837
TARGET_1,238.0,344429.7891736,3.7982171714360344,0.0
TARGET_1,239.0,344430.7891736,3.7982171714360344,0.0
TARGET_1,240.0,344431.7891736,3.7982171714360344,0.0
TARGET_1,241.0,344432.7891736,3.7982171714360344,0.0
TARGET_1,242.0,344433.7891736,3.9633570484549923,0.674499995915582
TARGET_1,243.0,344434.7891736,3.9633570484549923,0.674499995915582
TARGET_1,244.0,344435.7891736,3.9633570484549923,0.674499995915582
TARGET_1,245.0,344436.7891736,3.9633570484549923,0.674499995915582
TARGET_1,246.0,344437.7891736,3.9633570484549923,0.674499995915582
TARGET_1,247.0,344438.7891736,3.9633570484549923,0.674499995915582
TARGET_1,248.0,344439.7891736,3.9633570484549923,0.674499995915582
TARGET_1,249.0,344440.7891736,3.7982171714360344,0.0
TARGET_1,250.0,344441.7891736,3.7982171714360344,0.0
TARGET_1,251.0,344442.7891736,3.7982171714360344,0.0
TARGET_1,252.0,344443.7891736,3.9633570484549923,0.674499995915582
TARGET_1,253.0,344444.7891736,3.9633570484549923,0.674499995915582
TARGET_1,254.0,344445.7891736,3.7982171714360344,0.0
TARGET_1,255.0,344446.7891736,3.7982171714360344,0.0
TARGET_1,256.0,344447.7891736,3.7982171714360344,0.0
TARGET_1,257.0,344448.7891736,3.633077294417076,-0.6744999959155837
TARGET_1,258.0,344449.7891736,3.7982171714360344,0.0
