eta_E,zeta_E,K,K_loop,loss,delta_loss
5.75,145.0,28.87472943596182,833.75,11.700079953855216,9.289755167514453
5.75,150.0,29.368350311176826,862.5,11.412742081423307,9.002417295082545
5.75,155.0,29.85381047705636,891.25,11.225640214360025,8.815315428019264
5.75,160.0,30.331501776206203,920.0,11.138548516595684,8.728223730254921
5.75,165.0,30.801785662522878,948.75,11.151256205306263,8.740931418965502
5.75,170.0,31.264996401726965,977.5,11.263566076639703,8.853241290298943
5.75,175.0,31.7214438511238,1006.25,11.47529321714303,9.064968430802267
5.75,180.0,32.17141588429082,1035.0,11.78626387270255,9.37593908636179
5.75,185.0,32.615180514600866,1063.75,12.196314451767329,9.785989665426566
5.75,190.0,33.05298776207682,1092.5,12.705290643599731,10.294965857258969
5.75,195.0,33.48507130050644,1121.25,13.313046635502932,10.90272184916217
5.75,200.0,33.91164991562634,1150.0,14.019444415577293,11.609119629236531
5.75,205.0,34.332928800205785,1178.75,14.824353149683056,12.414028363342293
5.75,210.0,34.74910070778811,1207.5,15.727648623031058,13.317323836690296
5.75,215.0,35.16034698349833,1236.25,16.72921273826367,14.318887951922907
5.75,220.0,35.566838487557476,1265.0,17.82893306308274,15.418608276741978
5.75,225.0,35.968736424845396,1293.75,19.026702421476642,16.61637763513588
5.75,230.0,36.36619309193636,1322.5,20.32241852343254,17.912093737091777
5.75,235.0,36.7593525514256,1351.25,21.71598362872046,19.305658842379696
5.75,240.0,37.14835124201342,1380.0,23.20730424092748,20.79697945458672
6.0,120.0,26.832815729997478,720.0,17.289512448478213,14.87918766213745
6.0,125.0,27.386127875258307,750.0,16.526376829248854,14.116052042908091
6.0,130.0,27.92848008753788,780.0,15.864812718127261,13.454487931786499
6.0,135.0,28.460498941515414,810.0,15.304497021745782,12.89417223540502
6.0,140.0,28.982753492378876,840.0,14.845132430973685,12.434807644632922
6.0,145.0,29.49576240750525,870.0,14.48644443006242,12.076119643721658
6.0,150.0,30.0,900.0,14.22817874868409,11.817853962343328
6.0,155.0,30.495901363953813,930.0,14.070099178302899,11.659774391962138
6.0,160.0,30.983866769659336,960.0,14.011985690382478,11.601660904041715
6.0,165.0,31.464265445104548,990.0,14.053632806305496,11.643308019964735
6.0,170.0,31.937438845342623,1020.0,14.194848178500411,11.784523392159649
6.0,175.0,32.4037034920393,1050.0,14.43545134981093,12.025126563470167
6.0,180.0,32.863353450309965,1080.0,14.775272664102253,12.364947877761491
6.0,185.0,33.31666249791537,1110.0,15.214152305841967,12.803827519501205
6.0,190.0,33.76388603226827,1140.0,15.751939450196257,13.341614663855495
6.0,195.0,34.20526275297414,1170.0,16.388491508251143,13.97816672191038
6.0,200.0,34.64101615137755,1200.0,17.1236734544601,14.713348668119338
6.0,205.0,35.07135583350036,1230.0,17.95735722545483,15.54703243911407
6.0,210.0,35.4964786985977,1260.0,18.88942118102719,16.479096394686426
6.0,215.0,35.91656999213594,1290.0,19.919749619470387,17.509424833129625
6.0,220.0,36.3318042491699,1320.0,21.048232340612724,18.637907554271962
6.0,225.0,36.742346141747674,1350.0,22.274764250830955,19.864439464490193
6.0,230.0,37.14835124201342,1380.0,23.599245005130612,21.18892021878985
6.0,235.0,37.54996671103717,1410.0,25.0215786820519,22.611253895711137
6.0,240.0,37.94733192202055,1440.0,26.541673487727845,24.131348701387083
