trial_id,generator,generator_type,fold,model,raw_loss,K_hat_scaled,complexity_weight,selected_penalty,penalized_loss
296,colored_noise_null,null,4,sensory_drive_only,1.03292328953261,0.22060950713397529,0.2,0.04,1.04092328953261
296,colored_noise_null,null,4,generic_hidden_oscillator,1.0035722490304666,0.22060950713397529,0.65,0.04,1.0295722490304666
296,colored_noise_null,null,4,colored_noise_alt,0.9479443581446013,0.22060950713397529,0.5,0.04,0.9679443581446013
296,colored_noise_null,null,5,full_reciprocal,1.0175282412218138,0.22060950713397529,1.0,0.04,1.0575282412218139
296,colored_noise_null,null,5,eta_only,0.9369675657427151,0.22060950713397529,0.35,0.04,0.9509675657427151
296,colored_noise_null,null,5,zeta_only,0.9888151734222128,0.22060950713397529,0.35,0.04,1.0028151734222128
296,colored_noise_null,null,5,null_no_coupling,0.9785947248543306,0.22060950713397529,0.0,0.04,0.9785947248543306
296,colored_noise_null,null,5,replay_only_basis,1.049254040839058,0.22060950713397529,0.25,0.04,1.059254040839058
296,colored_noise_null,null,5,standard_ping,0.9609139308071475,0.22060950713397529,0.2,0.04,0.9689139308071475
296,colored_noise_null,null,5,sensory_drive_only,0.8967440712445767,0.22060950713397529,0.2,0.04,0.9047440712445767
296,colored_noise_null,null,5,generic_hidden_oscillator,1.0207150388877197,0.22060950713397529,0.65,0.04,1.0467150388877198
296,colored_noise_null,null,5,colored_noise_alt,0.8947076769674789,0.22060950713397529,0.5,0.04,0.9147076769674789
297,colored_noise_null,null,0,full_reciprocal,1.164127695026719,0.18749573523309823,1.0,0.04,1.204127695026719
297,colored_noise_null,null,0,eta_only,0.9865047067434274,0.18749573523309823,0.35,0.04,1.0005047067434274
297,colored_noise_null,null,0,zeta_only,1.0125614054554741,0.18749573523309823,0.35,0.04,1.0265614054554741
297,colored_noise_null,null,0,null_no_coupling,1.0183924907765582,0.18749573523309823,0.0,0.04,1.0183924907765582
297,colored_noise_null,null,0,replay_only_basis,1.21484400577808,0.18749573523309823,0.25,0.04,1.22484400577808
297,colored_noise_null,null,0,standard_ping,0.9171344238680567,0.18749573523309823,0.2,0.04,0.9251344238680567
297,colored_noise_null,null,0,sensory_drive_only,0.9500911884669279,0.18749573523309823,0.2,0.04,0.9580911884669279
297,colored_noise_null,null,0,generic_hidden_oscillator,1.0014414547450334,0.18749573523309823,0.65,0.04,1.0274414547450335
297,colored_noise_null,null,0,colored_noise_alt,0.9608537341230827,0.18749573523309823,0.5,0.04,0.9808537341230827
297,colored_noise_null,null,1,full_reciprocal,1.0650240204345907,0.18749573523309823,1.0,0.04,1.1050240204345907
297,colored_noise_null,null,1,eta_only,0.9901281121287616,0.18749573523309823,0.35,0.04,1.0041281121287615
297,colored_noise_null,null,1,zeta_only,0.9196920927665387,0.18749573523309823,0.35,0.04,0.9336920927665388
297,colored_noise_null,null,1,null_no_coupling,0.9979011904606181,0.18749573523309823,0.0,0.04,0.9979011904606181
297,colored_noise_null,null,1,replay_only_basis,1.010749639036642,0.18749573523309823,0.25,0.04,1.020749639036642
297,colored_noise_null,null,1,standard_ping,1.0052939984540987,0.18749573523309823,0.2,0.04,1.0132939984540987
297,colored_noise_null,null,1,sensory_drive_only,0.9846555050742963,0.18749573523309823,0.2,0.04,0.9926555050742963
